summary,ours
Boone says IPAB rations care to pay for 'wasteful' spending | PolitiFact Florid,0
Democrats say more than 1 million signatures were submitted to recall GOP Wisconsin Gov. Scott Walker | PolitiFact Wisconsin,0
Wisconsin Rep. Joel Kleefisch says he didn’t break Assembly rules when he voted for 2 other members | PolitiFact Wisconsin,0
Stephen Sweeney claims his tax cut proposal would lower property taxes | PolitiFact New Jersey,0
John Kasich says the state's payroll is smaller and retirements have reduced employee numbers | PolitiFact Oh,0
Rhode Island state Rep. Robert B. Jacquard says many U.S. casinos have gone bankrupt | PolitiFact Rhode Island,0
Gingrich said energy secretary advocated raising gas prices,0
Kathleen Falk says Gov. Scott Walker cut school aid despite saying he’d aim for two-thirds funding for education | PolitiFact Wisconsin,0
"Isakson: Democrats failed to submit budget in past 1,000 days | PolitiFact Georg",0
"Ohio Democratic Party touts 850,000 Buckeye State jobs tied to the auto industry | PolitiFact Oh",0
Can Chris Telfer claim credit for the budget re-balance that cleared the Oregon Legislature? | PolitiFact Oregon,0
ul Sadler says four super PACs are in U.S. Senate race on GOP side | PolitiFact Texas,0
Rick Santorum says 'many parts of the country ... experience rolling blackouts',0
"Congressman: Roughly half of super PAC money coming from ""super rich"" | PolitiFact Georg",0
Kathleen Clyde says Ohio not in compliance with federal voter law | PolitiFact Oh,0
"HUD secretary says a homeless person costs taxpayers $40,000 a year",0
"Wisconsin GOP bill would repeal law ensuring pay equity for women, Dem lawmaker says | PolitiFact Wisconsin",0
Rush Holt claims a clear majority of Americans support plan to provide free prescription contraceptive coverage  | PolitiFact New Jersey,0
Data mostly backs up job loss claim | PolitiFact Georg,0
McDonnell says 7 of 10 states with lowest unemployment rates have Republican governors  | PolitiFact Virgin,0
Gov. Scott Walker says 94 percent of Wisconsin employers think the state is heading in the right direction | PolitiFact Wisconsin,0
Congressman Steve Rothman claims the wealthiest Americans pay a lower tax rate “than they have in the last 80 years” | PolitiFact New Jersey,0
Rick Perry says Texas has regained all the jobs it lost during recession while the nation has regained 36 percent | PolitiFact Texas,0
rmer Cranston Mayor Stephen Laffey says giant companies such as Toyota won’t locate in states that don’t have right-to-work laws | PolitiFact Rhode Island,0
Rick Scott says PIP fraud costs $1 billion | PolitiFact Florid,0
"Are Portland's streets safer for walkers, bikers and drivers? | PolitiFact Oregon",0
George Allen says he cut $600 million in taxes as governor | PolitiFact Virgin,0
Assemblyman says a single-parent earning current minimum wage falls below federal poverty line | PolitiFact New Jersey,0
"Congressman: Conservative group held ""prayer vigil"" against Girl Scout cookie sales  | PolitiFact Georg",0
"Obama promised gas at $2.50 a gallon, says Florida GOP head Lenny Curry | PolitiFact Florid",0
Obama promised to cut the deficit in half by the end of his first term but didn't | PolitiFact Florid,0
Mike DeWine says that 90 percent of Down syndrome pregnancies are aborted | PolitiFact Oh,0
"Rick Santorum says after 'Obamacare,' all Americans will be dependent on the federal governmen",0
Rick Santorum says almost half of Americans receive federal benefits,0
Rep. Gerry Connolly claims stock market doubles since Obama took oath | PolitiFact Virgin,0
Dem candidate for Wisconsin governor says GOP Gov. Scott Walker keeps schedule secret | PolitiFact Wisconsin,0
Chris Christie claims proposed budget is smaller than the level of state spending when he took office | PolitiFact New Jersey,0
"Rick Scott says state pension fund is ""not funded"" | PolitiFact Florid",0
"David Axelrod says Barack Obama won more Ohio votes than Mitt Romney, Rick Santorum combined",0
Mitt Romney says the Iranians released hostages in 1981 because they feared Ronald Reagan's approach to foreign policy,0
Rick Santorum says happiness 'at the time of our founders' was 'doing what you ought to do',0
Rick Santorum says government lets health insurers keep only 15 percent of their revenue,0
"Christie’s pension contributions would represent 75 percent of the total payments made between 1995 and 2010, assemblyman says | PolitiFact New Jersey",0
Silvestre Reyes says challenger favors legalizing drugs | PolitiFact Texas,0
Marijuana use claim close to the mark | PolitiFact Georg,0
State Sen. Glenford Shibley says that Rhode Island is the only state that does not arm campus police at public colleges | PolitiFact Rhode Island,0
Ron Wyden puts a number to the soaring cost of college - 439 percent | PolitiFact Oregon,0
"Santorum says when his grandfather came to the U.S. in 1925, 'there were no government benefits'",0
George LeMieux says Connie Mack’s only 'real job in the real world' was events coordinator for Hooters | PolitiFact Florid,0
Claim: Atlanta area is national leader in water conservation | PolitiFact Georg,0
Jim Renacci says the top 50 percent pay nearly all the income tax | PolitiFact Oh,0
Mitt Romney says president ignored debt problems in State of the Union,0
"Wisconsin is ""Badger State"" because of early miners, Gov. Scott Walker says  | PolitiFact Wisconsin",0
Michael Doherty claims New Jersey towns are artificially lowering property values to receive more school aid | PolitiFact New Jersey,0
"David Dewhurst says Ted Cruz slurred Republican senators including John Cornyn as ""graybeards"" and ""spineless jellyfish"" | PolitiFact Texas",0
Marcy Kaptur claims Dennis Kucinich opposed senior drug coverage when she supported it | PolitiFact Oh,0
Gwinnett leader's boast on employment mostly right | PolitiFact Georg,0
"McDonnell says Obama, if reelected, would drive debt to $25 trillion in 2017 | PolitiFact Virgin",0
Is the Pasco County school district keeping up with class size requirements? | PolitiFact Florid,0
"sco County schools have graduation rates above the state average and dropout rates below the state average, says Heather Fiorentino | PolitiFact Florid",0
"State Rep. Christine Sinicki says Sen. Glenn Grothman said that women belong “at home, cooking and cleaning and having babies.” | PolitiFact Wisconsin",0
Chris Christie says he cut $13 billion in state spending over two years | PolitiFact New Jersey,0
Gov. Haslam links his jobs plan with state’s improved economic picture | PolitiFact Tennessee,0
Rhode Island state Sen. Beatrice Lanzi says 1 in 4 young people are victims of dating violence | PolitiFact Rhode Island,0
Santorum attack on Obama off the mark | PolitiFact Georg,0
Do most child abuse reports come from people required to report? | PolitiFact Oregon,0
"On January 26th, 2017, Donald Trump claimed during a debate that there are more shark attacks in Florida than cases of voter fraud. This claim was made to an unidentified audience.",1
Ad accuses Mitt Romney of leaving 'Massachusetts $1 billion dollars in debt',0
ro-Santorum super PAC ad says Gingrich supported individual mandates,0
"DNC ad says that 'under President Obama, U.S. security funding for Israel is at an all-time high",0
"Rick Scott says some Floridians pay $1,500 for PIP premiums | PolitiFact Florid",0
"Lee Leffingwell lists as accomplishment ""invested $90 million in traffic fixes without raising taxes"" | PolitiFact Texas",0
Obama says he supported the first new nuclear power plant in three decades | PolitiFact Florid,0
Milwaukee Brewers pitcher John Axford says even babies need a passport to enter the U.S. by air | PolitiFact Wisconsin,0
Cantor says Obama promised the stimulus would keep unemployment under 8 percent | PolitiFact Virgin,0
Ron Paul says he did the best of the GOP candidates in an Iowa poll matchup with Obama | PolitiFact Texas,0
Gingrich uses Reagan record to make case for his campaign | PolitiFact Georg,0
"Texas-based PAC says Marcy Kaptur really lives in a fancy, suburban-Washington condo | PolitiFact Oh",0
U.S. Sen. Sheldon Whitehouse says that Rhode Island has the second-most heavily deployed National Guard in the nation. | PolitiFact Rhode Island,0
Ron Paul ad claims Rick Santorum funded Planned Parenthood,0
"Obama says the U.S. has a “record number of oil rigs"" and ""more working oil and gas rigs than the rest of the world” | PolitiFact Florid",0
"Becky Moeller says local Texas chambers of commerce ""were granted sweetheart exemptions from paying all property taxes on their expensive headquarters properties"" | PolitiFact Texas",0
Ron Paul says Rick Santorum 'opposes right-to-work',0
Cory Booker claims jobless rate fell two percentage points in Newark last year | PolitiFact New Jersey,0
Marcy Kaptur claims Dennis Kucinich voted 'no' on veterans aid that she supported | PolitiFact Oh,0
Are there 395 Oregon prisoners triple-bunked in cells meant for two and housed in classrooms?  | PolitiFact Oregon,0
Rick Perry says there’s no proven instance of groundwater polluted by fracking | PolitiFact Texas,0
Rick Santorum ad quotes Mitt Romney distancing himself from NRA,0
"NRCC ad blames Barack Obama for food stamp use rising by 13,000 a day",0
Mitt Romney ad says Rick Santorum endorsed Arlen Specter twice,0
George LeMieux says Connie Mack “failed to pay his child support” | PolitiFact Florid,0
Newt Gingrich says Rick Santorum sided with union interests over FedEx | PolitiFact Tennessee,0
Reince Priebus says unemployment has been above 8 percent for a record 36 months | PolitiFact Wisconsin,0
Congressman Scott Garrett claims half of all Americans don’t pay federal income taxes | PolitiFact New Jersey,0
Gingrich: Main reason for unemployment decline is shrinking workforce | PolitiFact Georg,0
Jon Husted says statewide ballot issues each cost Ohio $1 million  | PolitiFact Oh,0
"About 800 people refused to get a drug screening because they’re on drugs, said Paige Kreegel | PolitiFact Florid",0
"NRCC ad says 1,500 jobs lost daily since President Barack Obama took office",0
"Santorum: Supreme Court justice ""prefers"" South African Constitution | PolitiFact Georg",0
Chain email says Dallas ordinance led to towing of many cars belonging to illegal U.S. residents | PolitiFact Texas,0
Chris Christie claims Obama said unemployment would never top 8 percent if the stimulus was passed | PolitiFact New Jersey,0
Rick Santorum calls Barack Obama a 'snob' for wanting 'everybody in America to go to college',0
"Rick Santorum says, 'Amniocentesis does, in fact, result more often than not ... in abortion'",0
Mitt Romney says Obama gave away car companies to union,0
"rida ranks 45th in the nation for tuition costs, Denise Grimsley says | PolitiFact Florid",0
"Rick Santorum says ""90 percent of Down syndrome children in America are aborted""",0
Chain email says Gov. Scott Walker supports a move to abolish the state retirement system and reduce pensions | PolitiFact Wisconsin,0
Chris Christie claims private-sector job growth in 2011 places New Jersey in the top third among the states | PolitiFact New Jersey,0
Sen. Janet Howell says it's easier to buy guns in Virginia than vote | PolitiFact Virgin,0
"Georgia's top court doing more with less, chief justice says | PolitiFact Georg",0
Dem candidate for Wisconsin governor says 85 percent of newly employed Wisconsin residents got jobs in other states | PolitiFact Wisconsin,0
Chris Christie claims only Texas institutionalizes more developmentally disabled people than New Jersey | PolitiFact New Jersey,0
"American Atheists President David Silverman says there are twice as many atheists in U.S. as Jews, Muslims, Hindus and Buddhists combined | PolitiFact Rhode Island",0
Newt Gingrich says U.S. may have 'three times as much oil' as Saudi Arab,0
"A majority of Americans are conservative, Marco Rubio says | PolitiFact Florid",0
Have only 41% of Oregon adults ever been tested for HIV? | PolitiFact Oregon,0
rogress Texas says Texas will have most federal judicial vacancies of all the states this year | PolitiFact Texas,0
Is Florida the No. 1 state for greyhound racing?  | PolitiFact Florid,0
McDonnell's support of mandatory ultrasounds before abortions hasn't changed  | PolitiFact Virgin,0
Rick Santorum says over 40 percent of children are born out of wedlock,0
Bill Pascrell claims health care bills forced 62 percent of small businesses to shut down during the past five years | PolitiFact New Jersey,0
Gingrich's gun rack quip about Volt shot full of holes | PolitiFact Georg,0
Marcy Kaptur claims Dennis Kucinich voted 'no' on new manufacturing jobs | PolitiFact Oh,0
Mitt Romney says Barack Obama 'could have gotten crippling sanctions against Iran. He did not.',0
"Gas prices are $6 a gallon in Florida, says Ron Paul | PolitiFact Florid",0
Does 20% of the population really use 80% of health care dollars? | PolitiFact Oregon,0
Rick Santorum charts explosion of federal entitlement spending since 1958,0
Rick Santorum says defense spending has fallen since 1958 as percent of federal budge,0
House committee chairman claims state agency delivered coyotes to cull deer population | PolitiFact Tennessee,0
"Half of Florida's high school grads can't read at grade level, says Bill Proctor | PolitiFact Florid",0
Senate Dems claim Christie wrongly takes credit for businesses' moves to New Jersey | PolitiFact New Jersey,0
U.S. Chamber says George Allen cut spending and waste as governor | PolitiFact Virgin,0
"Do other states, federal government have legislative commissions to retire executive branch agencies?  | PolitiFact Oregon",0
Rick Santorum says you can’t “name one time in the last 20 years that the French stood by us with anything”,0
resident Barack Obama says American manufacturers are creating new jobs for the first time since 1990 | PolitiFact Wisconsin,0
"Connie Mack says, ""I have a very conservative voting record."" | PolitiFact Florid",0
Is Ga. at the head of the class in teacher compensation? | PolitiFact Georg,0
Ohio Dem chair Chris Redfern says Mitt Romney plans to raise retirement age for Social Security  | PolitiFact Oh,0
Rhode Island State Rep. Richard P. Morrison says that Arizona experienced nearly immediate health benefits after a statewide ban on smoking in public places took effect | PolitiFact Rhode Island,0
Mike Martinez says he banned texting while driving in Austin | PolitiFact Texas,0
Texas Democratic Party says Ted Cruz opposes DREAM Act and 85% of Latinos support it | PolitiFact Texas,0
Was Super PAC right on Romney claim? | PolitiFact Georg,0
George Allen says price of gas tank fill-up has risen $30 during Obama's term | PolitiFact Virgin,0
"Uncle Sam spends six figures to study coked birds copulating, Wisconsin GOP Senate candidate Mark Neumann says | PolitiFact Wisconsin",0
Steve Sweeney claims two-thirds of marriages end in divorce | PolitiFact New Jersey,0
"Gingrich says he was ""exonerated"" in ethics probe | PolitiFact Georg",0
State Rep. Kathleen Clyde says new election law doesn't solve 'wrong precinct' problem | PolitiFact Oh,0
Myra Crownover says the 2011 Legislature increased state spending on education | PolitiFact Texas,0
"State Rep. John Edwards, quoting Rhode Island DOT, says 40 percent of Sakonnet Bridge traffic is from outside the state | PolitiFact Rhode Island",0
Suburban advocates say Shelby County 'gave' Memphis 44 schools in annexations | PolitiFact Tennessee,0
"Recall candidate Kathleen Falk says Governor Scott Walker enacted ""the biggest cuts to education in our state's history"" | PolitiFact Wisconsin",0
Congressman Steve Rothman claims “Republicans just voted last year to end Medicare” | PolitiFact New Jersey,0
Rhode Island state Sen. Nicholas Kettle says that states with right-to-work laws don’t run deficits and have better business climates than other states. | PolitiFact Rhode Island,0
"Can you really get a home near Oswego Lake for less than $150,000? | PolitiFact Oregon",0
Lawrence O'Donnell says critics called the original GI Bill welfare | PolitiFact Texas,0
ul Sadler says he and others gave Texas teachers three pay raises and health insurance | PolitiFact Texas,0
Congressman Duncan says fewer than 10 percent of U.S. House members are wealthy | PolitiFact Tennessee,0
Did Elizabeth Ames Jones flip-flop on resigning? | PolitiFact Texas,0
"Rick Scott says he will repeal 1,000 regulations in 2012 | PolitiFact Florid",0
"Gov. Scott Walker says $247,000-per-job CAPCO program was approved by former Gov. Jim Doyle | PolitiFact Wisconsin",0
Rob Portman says unemployment would be 10 percent if entire workforce were considered | PolitiFact Oh,0
Rick Santorum ad says Mitt Romney favors cap and trade,0
"In ""Rombo"" ad, Rick Santorum says Mitt Romney adviser equated Massachusetts health care law with Obama's",0
Chamber of Commerce ad says 'Obamacare (hit) Americans with over $500 billion in new taxes',0
Rick Scott says Florida's unemployment rate had second-highest drop in the nation | PolitiFact Florid,0
Loretta Weinberg claims New Jersey voted down 1915 referendum giving women the right to vote | PolitiFact New Jersey,0
U.S. Chamber of Commerce ad attacking Tim Kaine says health care law 'will kill jobs across America',0
"Citing Congressional Budget Office, chamber ad says unemployment could exceed 9 percen",0
Can you drive the length of a football field in the time it takes to check a text?  | PolitiFact Oregon,0
U.S. Chamber says Rep. Tammy Baldwin backed raising taxes $858 billion by voting against extension of Bush-era tax cuts | PolitiFact Wisconsin,0
"Many high-ranking Port Authority officials earn larger salaries than governors of New Jersey, New York, assemblyman says | PolitiFact New Jersey",0
Leader of personhood issue claims abortion the most common surgery in the country | PolitiFact Oh,0
"Newt supported China's one-child policy, Super PAC says | PolitiFact Georg",0
'Glee' says the Census Bureau projects the majority of Americans will use Spanish by 2030 | PolitiFact Florid,0
Marco Rubio said a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law | PolitiFact Florid,0
Rhode Island director of administration Richard Licht says Rhode Island isn’t only state cutting back on spending for public television | PolitiFact Rhode Island,0
NRA leader says Barack Obama endorsed a 'total ban' on handguns,0
White House Chief of Staff Jack Lew says budget requires 60 votes in Senate,0
Gov. O'Malley says Maryland is creating jobs at 2 1/2 times rate of Virginia     | PolitiFact Virgin,0
"Conservative black sheriff says Milwaukee blacks have high unemployment, truancy, infant mortality; low graduation rate, reading scores | PolitiFact Wisconsin",0
GOP challenger Joseph Kyrillos blames U.S. Sen. Robert Menendez for rising annual deficits in federal budget | PolitiFact New Jersey,0
"Del. Bob Marshall says ""you're supposed to throw away your shoes"" if a CFL light bulb breaks on them | PolitiFact Virgin",0
"Obama setting debt record, Georgia GOP says | PolitiFact Georg",0
Lt. Gov. Rebecca Kleefisch says Kathleen Falk raised taxes by millions every year as Dane County executive | PolitiFact Wisconsin,0
"Chris Christie claims under Greg Schiano, Rutgers football had the best graduation rate in its division  | PolitiFact New Jersey",0
Newt Gingrich says judge said he'd jail Texas superintendent if orders on graduation prayer violated | PolitiFact Texas,0
Rhode Island Right to Life executive director Barth Bracy contends that more than half of Americans say they are 'pro-life' | PolitiFact Rhode Island,0
"Oregon House Republicans tout five-year plan for 50,000 jobs | PolitiFact Oregon",0
Barack Obama says preventive care 'saves money',0
Rick Perry says he signed legislation leading to closings of 12 abortion clinics | PolitiFact Texas,0
"GOP Senate candidate Tommy Thompson says that as tax-cutting governor, he ""never raised taxes"" | PolitiFact Wisconsin",0
Barbara Buono claims New Jersey ranked 45th in the nation for job creation in November 2011 | PolitiFact New Jersey,0
Rhode Island Governor Lincoln Chafee says that the commercial property tax in Providence is second-highest in the nation behind only Detroit | PolitiFact Rhode Island,0
Nickie Antonio says restrictive abortion laws actually drive up abortions and fatalities | PolitiFact Oh,0
Romney revises claim about the unemployed | PolitiFact Georg,0
Ted Cruz says David Dewhurst has a record of promoting a Texas income tax | PolitiFact Texas,0
"Senate speaker repeatedly claims 2012 redistricting was the most open, interactive and transparent in Tennessee history | PolitiFact Tennessee",0
Joe Biden claims college tuition rose 300 percent over 20 years | PolitiFact Florid,0
Sen. George Barker says McDonnell's budget cuts pre-kindergarten program | PolitiFact Virgin,0
"Most Hispanics support the DREAM Act, but Marco Rubio does not | PolitiFact Florid",0
Email claim that Obama canceled National Day of Prayer ceremony contains numerous errors | PolitiFact New Jersey,0
Could Ohio schools really cut five weeks of classes under a Statehouse proposal? | PolitiFact Oh,0
House majority leader says Tennessee constitution “clearly” does not allow state income tax | PolitiFact Tennessee,0
Mitt Romney says president told people to skip Vegas conventions,0
"Mitt Romney says Barack Obama is ""shrinking our military""",0
Mitt Romney says president promised peak of 8 percent unemploymen,0
Mitt Romney says a broader measure of national unemployment exceeds 15 percen,0
Ad claims Chris Christie “inherited the highest taxes in America and the worst unemployment in the region” | PolitiFact New Jersey,0
Obama campaign says officials will now appear at super PAC fundraisers,0
Newt Gingrich says EPA plans to boost gas prices 25 cents per gallon,0
Do private prisons chase escaped inmates? | PolitiFact Florid,0
"Did Newt Gingrich pay a $300,000 ethics fine back in the 1990s?",0
Kitty Boitnott says Virginia has cut $1.6 billion from minimum school standards | PolitiFact Virgin,0
Did Oregon’s Department of Environmental Quality take a disproportionate hit in the 2011-13 budget?   | PolitiFact Oregon,0
One New Jersey: Chris Christie’s talk on state’s jobs situation conflicts with middle-class reality | PolitiFact New Jersey,0
Did Romney flip on deporting illegal immigrants? | PolitiFact Georg,0
Kathleen Clyde says Ohio among the leaders for provisional ballots in the nation | PolitiFact Oh,0
"Home ""sales tax"" e-mail surfaces again | PolitiFact Rhode Island",0
"Marco Rubio said ""No candidate has run more negative ads in American history than Barack Obama did in 2008"" | PolitiFact Florid",0
White House official says 98 percent of Catholic women have used contraception,0
"In ""Debbie-Spend-It-Now"" ad, Pete Hoekstra errs on unemployment rate statis",0
Lamar Smith says online piracy and counterfeiting costs the U.S. economy $100 billion a year | PolitiFact Texas,0
Kemp makes case for voter ID law | PolitiFact Georg,0
Democratic state Rep. Fred Clark says Gov. Scott Walker cut technical college job training by $70 million | PolitiFact Wisconsin,0
"Chris Christie’s proposed income tax cuts blasted by Democratic senator as the “second tax cut for the rich by the governor in two years"" | PolitiFact New Jersey",0
Tom Leppert says he and others brought down Dallas crime rate | PolitiFact Texas,0
Will entitlement programs and debt swamp federal revenues in the near future?  | PolitiFact Oregon,0
"Debbie Wasserman Schultz said Mitt Romney spent more on negative ads than John McCain did during his ""entire presidential run"" | PolitiFact Florid",0
"Comptroller Susan Combs says she ""wiped out"" Agriculture Department's egg inspections at stores | PolitiFact Texas",0
"Rep. Randy Forbes says national debt comes to $48,700 per person  | PolitiFact Virgin",0
"United States ranks 26th in school performance in the world, senator says | PolitiFact New Jersey",0
Armond Budish says more bills limiting abortion were introduced last year than in any of the previous three General Assemblies | PolitiFact Oh,0
Rhode Island state Rep. Joseph Trillo says Quonset Business Park contributes nothing to the state besides jobs  | PolitiFact Rhode Island,0
Deal DUI Super Bowl ad cites good statistic  | PolitiFact Georg,0
Knoxville Republican says AIDS came from man having sex with a monkey then with other men | PolitiFact Tennessee,0
DCCC says Republican freshman Scott DesJarlais vacationed from Congress all but six days in January | PolitiFact Tennessee,0
"Democrat-controlled U.S. Senate has gone nearly three years without a budget, GOP Rep. Paul Ryan says | PolitiFact Wisconsin",0
Republican senator claims Pennsylvania charges top income tax rate of 3 percent and Delaware has no state income tax | PolitiFact New Jersey,0
Newt Gingrich says Mitt Romney cut off Jewish nursing home residents' kosher food,0
"resident Obama says Master Lock has brought back jobs from overseas, operating at capacity | PolitiFact Wisconsin",0
Spin on jobs data leads partisans to opposite conclusions | PolitiFact Georg,0
Del. Englin says cashier and rich hedge fund manager pay same Virginia income tax rate  | PolitiFact Virgin,0
Spin on economy data leads partisans to opposite conclusions | PolitiFact Georg,0
Newt Gingrich says in 1992 Mitt Romney gave campaign dollars to three Democrats | PolitiFact Florid,0
Newt Gingrich says government would impose 'Obamacare' standards on religious institutions,0
Ron Paul says federal income tax rate was 0 percent until 1913 | PolitiFact Texas,0
"Jim Jordan says subsidy for the Volt averages out to as much as $250,000 a car | PolitiFact Oh",0
Lt. Gov. makes big claim about Savannah port | PolitiFact Georg,0
U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term | PolitiFact Rhode Island,0
Viral Internet story says Mitt Romney helped locate missing teen daughter of Bain Capital partner,0
Newt Gingrich says students today 'take more years to get through' college,0
Wisconsin Democrat says proposed mine would be nearly as big as state's largest inland lake | PolitiFact Wisconsin,0
Chris Christie’s record touted in video ad by Committee for Our Children’s Future | PolitiFact New Jersey,0
Deal: Tech company needs 200 skilled trade workers | PolitiFact Georg,0
Gov. Scott Walker says he eliminated Wisconsin’s $3.6 billion deficit without raising taxes | PolitiFact Wisconsin,0
Chris Christie says New York Giants are New Jersey’s team | PolitiFact New Jersey,0
Stegmaier says Chesterfield County has cut more government jobs than state of Virginia  | PolitiFact Virgin,0
"Congressman says if one Alaskan reserve was opened, gas prices could drop back to $2 per gallon in five years | PolitiFact Tennessee",0
Democrats claim GOP doctor voted against check he presented to hospital | PolitiFact Tennessee,0
Republican Travis Rowley says Martin Luther King Jr. was a Republican | PolitiFact Rhode Island,0
Sen. Rick Santorum says he warned 'of a meltdown and a bubble in the housing market',0
"Mitt Romney says Obama ""castigated"" Israel but said nothing about rockets raining down on Israel from the Gaza Strip. | PolitiFact Florid",0
"Mitt Romney says, 'I've never voted for a Democrat when there was a Republican on the ballot'",0
True the Vote says Eric Holder supports NAACP request for United Nations' involvement in U.S. elections | PolitiFact Texas,0
Rick Santorum calls Massachusetts health law top-down and government-run,0
"Newt Gingrich revises claim on balanced budgets, improves Truth-O-Meter rating",0
Rep. Jim Moran says U.S. gun homicide rate 20 times higher than other western nations   | PolitiFact Virgin,0
Elizabeth Mayor Chris Bollwage claims his city has lowest unemployment rate among large New Jersey cities | PolitiFact New Jersey,0
John Kasich says Ohio has 77 job training programs spread across 13 agencies | PolitiFact Oh,0
"Atlanta crime down, but details inaccurate | PolitiFact Georg",0
ro-Gingrich super PAC blames 'Romneycare' for spiraling health care costs | PolitiFact Florid,0
'Red State Socialism' graphic says GOP-leaning states get lion's share of federal dollars,0
"Ad: Nevada is No. 1 in unemployment, violent crime, car theft, divorce, robberies and foreclosures | PolitiFact Florid",0
Mitch Daniels says Steve Jobs created more jobs than the stimulus,0
Rush Holt says 18 veterans commit suicide daily | PolitiFact New Jersey,0
McEachin says Gov. McDonnell's budget cuts public education  | PolitiFact Virgin,0
Barack Obama campaign says U.S. dependence on foreign oil now below 50 percent | PolitiFact Oh,0
Rhode Island Governor Lincoln Chafee says the InterLink at T.F. Green Airport is the closest air-rail link in the country | PolitiFact Rhode Island,0
Was Mitt Romney 'one of the first' to endorse Marco Rubio? | PolitiFact Florid,0
"Spanish-language ad says Newt Gingrich said Spanish is ""the language of the ghetto"" | PolitiFact Florid",0
Steve Cohen pushes Democratic claim that U.S. has fallen behind on infrastructure | PolitiFact Tennessee,0
Mitch Daniels says 'nearly half of all persons under 30 did not go to work today',0
"Mitt Romney says Newt Gingrich wanted Education Department, then didn'",0
"Have private-sector jobs grown by 3 million in 22 months, with the best annual totals since 2005?",0
"ghting recall, Wisconsin Gov. Scott Walker says ""double-digit tax increases"" preceded him | PolitiFact Wisconsin",0
Deal makes arresting claim about Georgia prisons | PolitiFact Georg,0
Ohio Republicans say Sherrod Brown has voted with Obama 95 percent of the time  | PolitiFact Oh,0
"resident Barack Obama says that after bailout, GM is now the world's top automaker",0
Barack Obama says U.S. oil production is at eight-year high,0
Barack Obama says he eliminated EPA rule treating spilled milk like it was,0
Democrats say Rob Cornilles supports privatizing Medicare.  | PolitiFact Oregon,0
Tennessee Sen. Bob Corker says typical couple takes much more from Medicare than it put in | PolitiFact Tennessee,0
Mitt Romney said he fought cap and trade while Newt Gingrich supported it | PolitiFact Florid,0
Mitt Romney says U.S. median income has declined 10 percent in the last four years,0
Newt Gingrich says Miami Dade College students speak 86 languages | PolitiFact Florid,0
Rick Santorum says a 2008 spike in oil prices caused Florida's economy to falter,0
Rick Santorum calls Newt Gingrich a longtime supporter of insurance mandate,0
Eddie Lucio says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas | PolitiFact Texas,0
Democrats say Tennessee consumers pay among nation's highest taxes on groceries | PolitiFact Tennessee,0
Robert Hagan says Youngstown never had an earthquake until John Kasich was elected governor | PolitiFact Oh,0
Congressman's claim about Medicare mostly rings true | PolitiFact Georg,0
Mitt Romney says Newt Gingrich's contract was with Freddie Mac's lobbyists | PolitiFact Florid,0
Mitt Romney says there are “25 million Americans out of work”,0
"Gingrich repeats claim that Freddie Mac, credit unions are ‘government-sponsored enterprises’",0
Newt Gingrich repeats claim that he balanced the federal budget four times as speaker,0
Was Mitt Romney the director of a company charged with Medicare fraud? AFSCME ad says so | PolitiFact Florid,0
"RULING CHANGE: Has Rob Cornilles locked up endorsements from Independent, Democratic and Republican mayors? | PolitiFact Oregon",0
Richard Codey claims he made pension payment when he was governor | PolitiFact New Jersey,0
Sherrod Brown says unemployment among young vets tops 20 percent | PolitiFact Oh,0
Cuccinelli says D.C. council has banned lethal trapping of rats | PolitiFact Virgin,0
Ga group uses claim to back up pay-to-play proposal | PolitiFact Georg,0
Another Republican claims that Martin Luther King Jr. was part of the GOP | PolitiFact Tennessee,0
GOP U.S. Senate candidate Frank Lasee says study predicts most in Wisconsin to pay over 30 percent more under 'Obamacare' | PolitiFact Wisconsin,0
Lou Greenwald claims governor’s proposed income tax cut benefits millionaires more than middle-class families | PolitiFact New Jersey,0
"Efrain De La Fuente says jurors in most states, but not Texas, can ask questions of witnesses in trials | PolitiFact Texas",0
"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company | PolitiFact Rhode Island",0
Silvestre Reyes says says 282 Texas school districts requested class-size waivers because of 'unprecedented fiscal challenges' | PolitiFact Texas,0
Does Suzanne Bonamici support a plan that reduces choice for Medicare Advantage seniors? | PolitiFact Oregon,0
Mitt Romney says he didn't inherit money from his parents,0
"Rick Santorum says Rick Perry requested 1,200 congressional earmarks | PolitiFact Texas",0
Rick Santorum says President Barack Obama wants to cut veterans’ benefits,0
Ted Cruz says Obama made “a worldwide apology tour” | PolitiFact Texas,0
Gingrich ad says Mitt Romney appointed Planned Parenthood to a medical board but not an anti-abortion group,0
Jim Florio says fish from New Jersey waters labeled unsafe to eat | PolitiFact New Jersey,0
McDonnell says plan to bolster teacher pensions puts no mandate on localities   | PolitiFact Virgin,0
Arne Duncan says the U.S. has dropped from No. 1 to No. 16 in the world for college graduation | PolitiFact Oh,0
Little research on Savannah port jobs impact | PolitiFact Georg,0
Newt Gingrich ad says Mitt Romney enacted taxpayer-funded abortions,0
Rick Santorum says Obama prohibits encouraging young people to marry,0
